CitationStrings,Univ-Department,Discipline,Mannual_ann,CitationStyle
"J. H. C. Zhan J. S. Duster and K. T. Kornegay. 2004. A Comparative Study of MOS VCOs for Low Voltage High Performance Operation, Proceedings of the International Symposium on Low Power Electronics and Design, 244-247.",unt-is,Information Science,conference,unknown
"A. Agarwal et al. 2003. Statistical delay computation considering spatial correlations, Proceedings of the Asia and South Pacific Design Automation Conference, 271-276.",unt-is,Information Science,conference,acm-sig-proceedings
"A. K. Sultania et al. 2004. Tradeoffs between Gate Oxide Leakage and Delay for Dual Tox Circuits, Proceedings of Design Automation Conference, 761-766.",unt-is,Information Science,conference,american-sociological-association
"C. Shen et al. 2001. Low voltage CMOS active pixel sensor design methodology with device scaling considerations, Proceedings of the IEEE Hong Kong Electron Devices Meeting, 21-24.",unt-is,Information Science,conference,acm-sig-proceedings
"H. C. Tseng et al. 2004. A Low-Power Rail-to-Rail 6-bit Flash ADC based on a Novel Complementary Average-Value Approach, Proceedings of the International Symposium on Low Power Electronics and Design, 252-256.",unt-is,Information Science,conference,american-sociological-association
"M. Liu et al. 2004. Leakage Power Reduction by Dual V designs under probabilistic analysis of V variation, Proceedings of the International Symposium on Low Power Electronics and Design, 2-7.",unt-is,Information Science,conference,acm-sig-proceedings
"O.A. Adeniran et al. 2004. A CMOS low-power ADC for DVB-T and DVB-H systems, Proceedings of the International Symposium on Circuits and Systems, 209-212.",unt-is,Information Science,conference,acm-sig-proceedings
"R. Chau et al. 2000. 30nm physical gate length CMOS transistors with 1.0ps n-MOS and 1.7ps p-MOS gate delays, IEDM Technical Digest, 45-48.",unt-is,Information Science,conference,unknown
"R. Choi et al. 2002. Fabrication of high quality ultra-thin HfO gate dielectric MOSFETs using deuterium anneal, IEDM Technical Digest, 613-616.",unt-is,Information Science,conference,acm-sig-proceedings
"G. Geelen. 2001. A 6-b 1.1G samples/s CMOS A/D Converter, Proceedings of the International Solid State Circuits Conference, 127-128.",unt-is,Information Science,conference,american-sociological-association
"D. Ghai, S. P. Mohanty, and E. Kougianos. 2007. A 45nm Flash Analog to Digital Converter for Low Voltage High Speed System on Chips, Proceedings of the 13th NASA Symposium on VLSI Design, 3.1.",unt-is,Information Science,conference,american-sociological-association
"___________. 2008. A Dual Oxide CMOS Universal Voltage Converter for Power Management in Multi-V SoCs, Proceedings of the International Sympoisum on Quality DD Electronic Design, 257-260.",unt-is,Information Science,conference,unknown
"___________. 2008. A Process and Supply Variation Tolerant Nano-CMOS Low Voltage, High Speed, A/D Converter for System-on-Chip, Proceedings of the Great Lakes Symposium on VLSI, 47-52.",unt-is,Information Science,conference,american-chemical-society-with-titles
"___________. 2008. Parasitic Aware Process Variation Tolerant VCO Design, Proceedings of the International Sympoisum on Quality Electronic Design, 330-333.",unt-is,Information Science,conference,unknown
"____________. 2009. Variability-Aware Optimization of Nano-CMOS Active Pixel Sensors using Design and Analysis of Monte Carlo Experiments, Proceedings of the International Sympoisum on Quality Electronic Design.",unt-is,Information Science,conference,american-chemical-society-with-titles
"C. Gopalakrishnan and S. Katkoori. 2003. Knapbind: an area effcient binding algorithm for low leakage datapaths, Proceedings of the International Conference on Computer Design, 430-435",unt-is,Information Science,conference,elsevier-with-titles
"_____________. 2003. Resource allocation and binding approach for low leakage power, Proceedings of the International Conference on VLSI Design, 297-302.",unt-is,Information Science,conference,acm-sig-proceedings
"R. Gupta et al. 1998. Parasitic-aware design and optimization of CMOS RF integrated circuits, Proceedings of the IEEE RFIC Symposium, 325-328.",unt-is,Information Science,conference,acm-sig-proceedings
"Chuck Hawkins. 2007. Little Vias Can Be Vicious, Proceedings of the 13th NASA Symposium on VLSI Design, 2.1.",unt-is,Information Science,conference,unknown
"I. Hwang, S. Lee, and S. Kim. 2000. A digitally controlled phase-locked loop with fast locking scheme for clock synthesis application, Proceedings of the IEEE International Conference on Solid-State Circuits, 168-169.",unt-is,Information Science,conference,elsevier-with-titles
"S. Joeres, A. Kruth, O. Meike, G. Ordu, S. Sappok, R. Wunderlich, and S. Heinen. 2004. Design of a Ring-Oscillator with a Wide Tuning Range in 0.13 Âµm CMOS for the use in Global Navigation Satellite Systems, Proceedings ProRISC, 529-535.",unt-is,Information Science,conference,chicago-author-date
"J. Yoo, K. Choi, and A. Tangel. 2001. A 1-GSPS CMOS Flash A/D Converter for Systemon-Chip Applications, Proceedings of the IEEE Computer Society Workshop on VLSI, 135-139.",unt-is,Information Science,conference,american-institute-of-physics
"Z. K. Kalayjian and A. G. Andreou. 2000. Mismatch in photodiode and phototransistor arrays, Proceedings of the International Symposium on Circuits and Systems, 121-124.",unt-is,Information Science,conference,acm-sig-proceedings
"Y. Kanno, H. Mizuno, K. Tanaka, and T. Watanabe. 2000. Level Converters with High Immunity to Power-Supply Bouncing for High-Speed Sub-1-V LSIs, Proceedings of the Symposium on VLSI Circuits Digest of Technical Papers, 202-203.",unt-is,Information Science,conference,american-sociological-association
"J. Kao, S. Narendra, and A. Chandrakasan. 2002. Subthreshold leakage modeling and reduction techniques, Proceedings of the IEEE International Conference on Computer-Aided Design, 141-148.",unt-is,Information Science,conference,elsevier-with-titles
"K. S. Khouri and N. K. Jha. 2000. Leakage power analysis and reduction during behaviora-synthesis, Proceedings of the International Conference on Computer Design, 561-564.",unt-is,Information Science,conference,acm-sig-proceedings
"N.-S. Kim, Y.-J. Yoon, U.-R. Cho, and H.-G. Byun. 2003. New Dynamic Logic-Level Converters for High Performance Applications, Proceedings of the IEEE International Symposium on Circuits and Systems, 93-96.",unt-is,Information Science,conference,american-institute-of-physics
"D. Kim et al. 2006. CMOS Mixed-Signal Circuit Process Variation Sensitivity Characterization for Yield Improvement, Proceedings of the IEEE Custom Integrated Circuits Conference, 365-368.",unt-is,Information Science,conference,american-sociological-association
"M. J. Krasnicki et al. 2001. ASF: A practical simulation-based methodology for the synthesis of custom analog circuits, Proceedings of the IEEE/ACM International Conference on Computer Aided Design, 350-357.",unt-is,Information Science,conference,acm-sig-proceedings
"S. H. Kulkarni, A. N. Srivastava, and D. Sylvester. 2004. A New Algorithm for Improved Vdd Assignment in Low Power Dual Vdd Systems, Proceedings of the International Symposium on Low Power Electronics and Design, 200-205.",unt-is,Information Science,conference,american-chemical-society-with-titles
"S. H. Kulkarni and D. Sylvester. 2003. Fast and Energy-Efficient Asynchronous Level Converters for Multi-VDD Design, Proceedings of the IEEE International Systems-on-Chip Conference, 169-172.",unt-is,Information Science,conference,american-chemical-society-with-titles
"A. Kumar and M. Anis. 2006. Dual-Vt Design of FPGAs for Subthreshold Leakage Tolerance, Proceedings of the 7th International Symposium on Quality Electronic Design, 735-740",unt-is,Information Science,conference,american-sociological-association
"D. Lee, J. Yoo, and K. Choi. 2002. Design Method and Automation of Comparator Generation for Flash A/D Converter, Proceedings of the International Symposium on Quality Electronics Design (ISQED), 138-142.",unt-is,Information Science,conference,chicago-author-date
"D. Leenaerts et al. 2001. CAD solutions and outstanding challenges for mixed-signal and RF IC design, Proceedings of the IEEE/ACM International Conference on Computer Aided Design, 270-277.",unt-is,Information Science,conference,acm-sig-proceedings
"F. Li, Y. Lin, L. He, and J. Cong. 2004. Low Power FPGA using Pre-defined Dual-Vdd /Dual-Vt Fabrics, Proceedings of the International Symposium on FPGAs, 42-50.",unt-is,Information Science,conference,american-institute-of-physics
"J. Long, J. Y. Foo, and R. J. Weber. 2004. A 2.4 GHz Low-Power Low-Phase-Noise CMOS LC VCO, Proceedings of the IEEE Computer Society Annual Symposium on VLSI, 213.",unt-is,Information Science,conference,unknown
"S. P. Mohanty, D. Ghai, E. Kougianos, and B. Joshi. 2009. A Universal Level Converter Towards the Realization of Energy Efficient Implantable Drug Delivery Nano-Electro-Mechanical-Systems, Proceedings of the International Symposium on Quality Electronic Design.",unt-is,Information Science,conference,american-chemical-society-with-titles
"S. P. Mohanty and E. Kougianos. 2007. Simultaneous Power Fluctuation and Average Power Minimization During Nano-CMOS Behavioral Synthesis, Proceedings of the 20th IEEE International Conference on VLSI Design, 195-200.",unt-is,Information Science,conference,american-chemical-society-with-titles
"J. Park, K. Choi, and D. J. Allstot. 2003. Parasitic-aware design and optimization of a fully integrated CMOS wideband amplifier, Proceedings of the Asia South Pacific Design Automation Conference, 904-907.",unt-is,Information Science,conference,elsevier-with-titles
"K. Roy and H. M. Meimand. 2002. Self-Precharging Flip-Flop (SPFF): A New Level Converting Flip-Flop, Proceedings of the 28th European Solid-State Circuits Conference, 407-410",unt-is,Information Science,conference,unknown
"K. Roy, S. Mukhopadhyay, and H. Mahmoodi-Meimand. 2003. Leakage current mechanisms and leakage reduction techniques in deep-submicrometer CMOS circuits, Proceedings of the IEEE 91, no. 2:305-327.",unt-is,Information Science,conference,ieee
"K. Sadeghi, M. Emadi, and F. Farbiz. 2006. Using Level Restoring Method for Dual Supply Voltage, Proceedings of the 19th International Conference on VLSI Design, 601-605.",unt-is,Information Science,conference,american-sociological-association
"T. Sairam, W. Zhao, and Y. Cao. 2007. Optimizing Finfet technology for high-speed and low-power design, Proceedings of the ACM Great Lakes symposium on VLSI, 73-77.",unt-is,Information Science,conference,elsevier-with-titles
"Frank Sill, Jiaxi You, and Dirk Timmerman. 2007. Design of Mixed Gates for Leakage Reduction, Proceedings of the 17th Great Lakes Symposium on VLSI, 263-268.",unt-is,Information Science,conference,american-sociological-association
"S. Sinha, A. Balijepalli, and Y. Cao. 2008. A Simplified Model of Carbon NanoTube Transistor with Applications to Analog and Digital Design, Proceedings of the International Symposium on Quality Electronic Design, 502-507.",unt-is,Information Science,conference,american-institute-of-physics
"A. Srivastava. 2003. Simultaneous Vt selection and assignment for leakage optimization, Proceedings of the International Symposium on Low Power Electronics and Design, 146-151.",unt-is,Information Science,conference,elsevier-with-titles
"A. Srivastava and D. Sylvester. 2003. Minimizing total power by simultaneous Vdd / Vth assignment, Proceedings of the Design Automation Conference, 400-403.",unt-is,Information Science,conference,acm-sig-proceedings
"A. Srivastava, D. Sylvester, and D. Blaauw. 2004. Power minimization using simultaneous gate sizing, dual-Vdd and dual-Vth assignment, Proceedings of the Design Automation Conference, 783-787.",unt-is,Information Science,conference,elsevier-with-titles
"Maria Stanoeva and Angel Popov. 2005. Investigation of a Parallel Resistorless ADC, Proceedings of the International Conference on Computer Systems and Technologies, 8:1-5.",unt-is,Information Science,conference,bmc-bioinformatics
"S. Sundareswaran, J. A. Abraham, A. Ardelea, and R. Panda. 2008. Characterization of Standard Cells for Intra-Cell Mismatch Variations, Proceedings of the International Symposium on Quality Electronic Design, 213-219.",unt-is,Information Science,conference,american-institute-of-physics
"C. Svensson, S. Andersson, and P. Bogner. 2006. On the power consumption of analog to digital converters, Proceedings of the 24th Norchip Conference, 49-52.",unt-is,Information Science,conference,elsevier-with-titles
"K. Uyttenhove and M. Steyaert. 2000. A 6-bit 1GHz Acquisition Speed CMOS Flash ADC with Digital Error Correction, Proceedings of the Custom Integrated Circuits Conference, 249-252",unt-is,Information Science,conference,unknown
"Xuejin Wang et al. 2006. A Novel Parasitic-Aware Synthesis and Verification Flow for RFIC Design, Proceedings of the 36th European Microwave Conference, 664-667.",unt-is,Information Science,conference,american-sociological-association
"C. Xu, W. Sargeant, K. R. Laker, and J. Van der Spiegel. 2002. An Extended Frequency Range CMOS Voltage Controlled Oscillator, Proceedings of the IEEE International Conference on Electronics, Circuits and Systems, 425-428.",unt-is,Information Science,conference,american-institute-of-physics
"D. Yang and A. El Gamal. 1999. Comparative Analysis of SNR for Image Sensors with Enhanced Dynamic Range, Proceedings of the SPIE Electronic Imaging '99 Conference, 197- 211",unt-is,Information Science,conference,unknown
"J. Yoo, K. Choi, and J. Ghaznavi. 2003. A 0.07Â¬Â¨Â¬Âµm CMOS Flash Analog to Digital Converter for High Speed and Low Voltage Applications, Proceedings of the Great Lakes Symposium on VLSI, 56-59.",unt-is,Information Science,conference,american-chemical-society-with-titles
"C.-C. Yu, W.-P.Wang, and B.-D. Liu. 2001. A New Level Converter for Low Power Applications, Proceedings of the IEEE International Symposium on Circuits and Systems, 113-116",unt-is,Information Science,conference,american-institute-of-physics
"C. P. Yuan and Y. C. Chen. 2005. A Voltage Level Converter Circuit Design with Low-Power Consumption, Proceedings of the 6th International Conference on ASIC, 309-310.",unt-is,Information Science,conference,american-chemical-society-with-titles
"G. Zhang, A. Dengi, and L. R. Carley. 2002. Automatic Synthesis of a 2:1GHz SiGe low noise amplifier, Proceedings of the IEEE RFIC Symposium, 125-128.",unt-is,Information Science,conference,unknown
"Bilen, H., Hocaoglu, E., Ozgur, M., and Sabanovic, A., ""A comparative study of conventional visual servoing schemes in microsystem applications,"" in Proceedings of the 2007 IEEE/RSJ International Conference on Intelligent Robots and Systems, (San Diego, CA, USA), pp. 1308-1313, Oct 29 - Nov 2, 2007",git-me,Mechanical Engineering,conference,harvard3
"Farahmand, A. M., A., S., and Jagersand, M., ""Global visual-motor estimation for uncalibrated visual servoing,"" in Proceedings of the 2007 IEEE/RSJ International Conference on Intelligent Robots and Systems, (San Diego, CA, USA), pp. 1969-74, 2007.",git-me,Mechanical Engineering,conference,harvard3
"Fu, Q., Zhang, Z., and Shi, J., ""Uncalibrated visual servoing using more precise model,"" in 2008 IEEE Conference on Robotics, Automation, and Mechatronics, (Chengdu, China), pp. 916-921, 2008.",git-me,Mechanical Engineering,conference,harvard3
"Hao, M., Sun, Z., Fujii, M., andSong, W., ""Uncalibratedeye-in-handvisual servoing using recursive least squares,"" in Systems, Man and Cybernetics, 2007. ISIC. IEEE International Conference on, (Montreal, QC, Canada), pp. 64-69, October 7-10 2007.",git-me,Mechanical Engineering,conference,harvard3
"Hill, J.andPark, W. T., ""Real time control of a robot with a mobile camera,"" in Proceedings of the 9th ISIR, pp. 233-246, March 1979.",git-me,Mechanical Engineering,conference,unknown
"Hosoda, K. and Asada, M., ""Versatile visual servoing without knowledge of true jacobian,"" in IEEE/RSJ/GI International Conference on Intelligent Robots and Systems, (Munich, Germany), pp. 186-193, 1994.",git-me,Mechanical Engineering,conference,harvard3
"Jagersand, M., Fuentes, O., and Nelson, R., ""Experimental evaluation of uncalibrated visual servoing fro recision manipulation,"" in Proceedings of International Conference on Robotics and Automation, (Albuquerque, NM),pp.2874-80, 1997.",git-me,Mechanical Engineering,conference,harvard3
"Kim, G. W. and Lee, B. H., ""Adaptive regulation of robot joint velocity in uncalibrated visual servoing,"" in Proceedings of the 2004 IEEE International Conference on Robotics & Automation, (New Orleans, LA), pp. 739-744, 2004.",git-me,Mechanical Engineering,conference,harvard3
"Kim, G. W., Lee, B. H., and Kim, M. S., ""Uncalibrated visual servoing technique using large residual,"" in Proceedings of the 2003 IEEE International Conference on Robotics & Automation, (Taipei, Taiwan), pp. 3315-3320, 2003.",git-me,Mechanical Engineering,conference,harvard3
"Lv, X. and Huang, X., ""Fuzzy adaptive kalman filtering based estimation of image jacobian for uncalibrated visual servoing,"" in Proceeding of the 2006 IEEE/RSJ International Conference on intelligent Robots and Systems, (Beijing, Chaina), pp. 2167-2172, Oct 9-15 2006.",git-me,Mechanical Engineering,conference,harvard3
"Miura, K., Hashimoto, K., Gangloff, J., and Mathelin, M. d., ""Visual servoing without jacobian using modified simplex optimization,"" in Proceeding of the 2003 IEEE International Conference on Robotics and Automation, pp. 3315-3320, September 2005.",git-me,Mechanical Engineering,conference,harvard3
"Ozgur, E. and Unel, M., ""Positioning the trajectory following tasks in microsystems using model free visual servoing,"" in The 33rd Annual Conference of the IEEE Industrial Electronics Society (IECON),(Taipei,Taiwan),pp.886-891, Nov 5-8 2007.",git-me,Mechanical Engineering,conference,harvard3
"Powell, M. J. D., ""Some global convergence properties of a variable metric algorithm for minimization without exact line searches,"" in Nonlinear Programming, SIAM-AMS Proceedings (Cottle, R. W. and Lemke, C., eds.), Philadelphia: Scociety for Industrial and Applied Mathematics, 1976.",git-me,Mechanical Engineering,conference,harvard3
"Qian, J. and Su, J., ""Online estimation of image jacobian matrix by kalman-bucy filter for uncalibrated stereo vision feedback,"" in Proceedings ICRA'02 IEEE International conference on Robotics and Automation, vol. 1, pp. 562-567, Aug 2002.",git-me,Mechanical Engineering,conference,ieee
"Wang, H.andH., L. Y., ""Dynamic visual servoing of robots using uncalibrated eye-in-hand visual feedback,""inProceedings of the 2006 IEEE/RSJ International Conference on Intelligent Robots and Systems, (Beijing, China), pp. 3797-3802, Oct 9 -15 2006.",git-me,Mechanical Engineering,conference,harvard3
"Saxenian, A. (2000). Bangalore: The Silicon Valley of Asia? Paper presented at the Indian Economic Prospects: Advancing Policy Reform.",umich-sociology,Sociology,conference,apa
"Thrall, J. H., M.D. (2004). Outsourcing: Threat or Opportunity? Paper presented at the Radiological Society of North America 90th Scientific Assembly and Annual Meeting.",umich-sociology,Sociology,conference,apa
"D. L. Martin, T. W. Dorn, S. R. Melvin, A. J. Corr, and W. L. Kranz. Evaluating energy use for pumping irrigation water. In Proceedings of the 23rd Annual Central Plains Irrigation Conference, Burlington, CO, 2011.",cit-ae,Aerospace Engineering,conference,ieee
"J. Chan, J. G. Wood, and J. G. Schreiber. Development of advanced Stirling radioisotope generator for space exploration. In 24th Symposium on Space Nuclear Power and Propulsion, pages 615-623, 2007.",cit-ae,Aerospace Engineering,conference,ieee
"R. D. Cockfield and T. S. Chan. Stirling radioisotope isotope generator for Mars surface and deep space missions. In 37th Intersociety Energy Conversion Engineering Conference, 2002.",cit-ae,Aerospace Engineering,conference,american-chemical-society-with-titles
"S. N. Backhaus and G. W. Swift. Fabrication and use of parallel-plate regenerators in thermoacoustic engines. In Proceedings of the 36th Intersociety Energy Conversion Engineering Conference, Savannah, GA, 2001.",cit-ae,Aerospace Engineering,conference,american-chemical-society-with-titles
"M. J. Cheadle, G. F. Nellis, and S. A. Klein. Regenerator friction factor and Nusselt number information derived from CFD analysis. In Proceedings of the 16th International Cryocooler Conference, Atlanta, GA, 2008.",cit-ae,Aerospace Engineering,conference,unknown
"A. Davis. Fresnel lens solar concentrator derivations and simulations. In Proceedings of SPIE, 2011.",cit-ae,Aerospace Engineering,conference,american-chemical-society-with-titles
"J. E. Noble, G. L. Hickman, and T. Grobstein. Alkali metal compatibility testing of candidate heater head materials for a Stirling engine heat transport system. In 26th Intersociety Energy Conversion Engineering Conference, LaGrange Park, IL, 1991.",cit-ae,Aerospace Engineering,conference,ieee
"C. E. Andraka, K. S. Rawlinson, T. A. Moss, D. R. Adkins, J. B. Moreno, D. R. Gallup, P. G. Cordeiro, and S. Johansson. Solar heat pipe testing of the Stirling Thermal Motors 4-120 Stirling engine. In Proceedings of the 31st Intersociety Energy Conversion Engineering Conference, 1996.",cit-ae,Aerospace Engineering,conference,american-institute-of-physics
"M. Strong, M. R. Sawaya, S. Wang, M. Phillips, D. Cascio, and D. Eisenberg, Proceedings of National Academy of Sciences 103, 8060 (2006).",jhu-biochem,Biochemistry,conference,american-institute-of-physics
"J. T. Edsall, Proceedings of the American Philosophical Society 129, 371 (1985).",jhu-biochem,Biochemistry,conference,american-institute-of-physics
"T. Svedberg, ..., J. F. Danielli, ..., Proceedings of the Royal Society of London 170, 73 (1939).",jhu-biochem,Biochemistry,conference,american-institute-of-physics
"B. J. Bennion, and V. Daggett, Proceedings of National Academy of Sciences 101, 6433 (2004).",jhu-biochem,Biochemistry,conference,american-institute-of-physics
"G. D. Rose, P. J. Fleming, J. R. Banavar, and A. Maritan, Proceedings of National Academy of Sciences 103, 16623 (2006).",jhu-biochem,Biochemistry,conference,american-institute-of-physics
"T. O. Street, B. W. Bolen, and G. D. Rose, Proceedings of National Academy of Sciences 103, 13997 (2006).",jhu-biochem,Biochemistry,conference,american-institute-of-physics
"L. R. Pratt and A. Pohorille, Proceedings of National Academy of Sciences 89, 2995 (1992).",jhu-biochem,Biochemistry,conference,american-institute-of-physics
"S. N. Timasheff, Proceedings of National Academy of Sciences 99, 9721 (2002).",jhu-biochem,Biochemistry,conference,american-institute-of-physics
"I. T. Li, and G. C. Walker, Proceedings of National Academy of Sciences 108, 16527 (2011).",jhu-biochem,Biochemistry,conference,american-institute-of-physics
"B. J. Bennion, and V. Daggett, Proceedings of National Academy of Sciences 100, 5142 (2003).",jhu-biochem,Biochemistry,conference,american-institute-of-physics
"L. Hua, R. Zhou, D. Thirumalai, and B. J. Berne Proceedings of National Academy of Sciences 104, 16928 (2008).",jhu-biochem,Biochemistry,conference,american-institute-of-physics
"D. M. Huang, and D. Chandler, Proceedings of National Academy of Sciences 97, 8324 (2000).",jhu-biochem,Biochemistry,conference,american-institute-of-physics
"R. L. Baldwin, Proceedings of National Academy of Sciences 83, 8069 (1986).",jhu-biochem,Biochemistry,conference,american-institute-of-physics
"A. Garcia and K. Y. Sanbonmatsu, Proceedings of National Academy of Sciences 99, 2782 (2002).",jhu-biochem,Biochemistry,conference,american-institute-of-physics
"M. V. Athawale, G. Goel, T. Ghosh, T. M. Truskett, and S. Garde, Proceedings of National Academy of Sciences 104, 733 (2007).",jhu-biochem,Biochemistry,conference,american-institute-of-physics
"T. Ooi and M. Oobatake, Proceedings of National Academy of Sciences 88, 2859 (1991).",jhu-biochem,Biochemistry,conference,american-institute-of-physics
"135] S. Marqusee, V. H. Robbins, and R. L. Baldwin, Proceedings of National Academy of Sciences 86, 5286 (1989).",jhu-biochem,Biochemistry,conference,american-institute-of-physics
"J. M. Scholtz, S. Marqusee, R. L. Baldwin, E. J. York, J. M. Stewart, M. San-toro, and D. W. Bolen, Proceedings of National Academy of Sciences 88, 2854 (1991).",jhu-biochem,Biochemistry,conference,american-institute-of-physics
"F. Avbelj and R. L. Baldwin, Proceedings of National Academy Sciences 106, 3137 (2009).",jhu-biochem,Biochemistry,conference,american-institute-of-physics
"P. A. Alexander, Y. He, ..., and P.N. Bryan Proceedings of National Academy of Sciences 106, 21149 (2009).",jhu-biochem,Biochemistry,conference,american-institute-of-physics
"Andrews, R., Soder, R., & Jacoby, D. (April, 1986). Principal roles, other in-school variables, and academic achievement by ethnicity and SES. Paper presented at the Annual Meeting of the American Educational Research Association, San Francisco, CA.",usf-child-edu-literacy,Childhood Education and Literacy Studies,conference,apa
"Doyle, W. & Ponder G.A. (1976). ""Sources for curriculum history,"" in Perspectives on curriculum development 1776-1976, ed. O.L. Davis Jr. (Washington, DC: Association for Supervision and Curriculum Development, 1976), 247.",usf-child-edu-literacy,Childhood Education and Literacy Studies,conference,apa
"Frase, L.E. (April, 2001). A confirming study of the predictive power of Principal classroom visits on efficacy and teacher flow experiences. Paper presented at the Annual meeting of the American Educational Research Association, Seattle, WA. Retrieved April 27, 2013, from http://files.eric.ed.gov/fulltext/ED347970.pdf",usf-child-edu-literacy,Childhood Education and Literacy Studies,conference,unknown
"Frase, L.E., Zhu, N., & Galloway, F. (April, 2001). An examination of the relationships among Principal classroom visits, teacher flow experiences, and student cognitive engagement in two inner city school districts. Paper presented at the Annual Meeting of the American Educational Research Association, Seattle, WA.",usf-child-edu-literacy,Childhood Education and Literacy Studies,conference,apa
"Heck, R.H. (1991). The effects of school context and Principal leadership on school climate and school achievement. Paper submitted for presentations at the annual meeting of the American Educational Research Association, San Francisco.",usf-child-edu-literacy,Childhood Education and Literacy Studies,conference,apa
"Adamczyk, P. D. and Bailey, B. P. (2004). If not now, when?: the effects of interruption at different moments within task execution. In Proceedings of the SIGCHI Conference on Human Factors in Computing Systems, CHI '04, pages 271Ð278, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,apa
"Ballas, J. A., Heitmeyer, C. L., and Perez-Quinones, M. A. (1992). Evaluating two aspects of direct manipulation in advanced cockpits. In Proceedings of the SIGCHI Conference on Human Factors in Computing Systems, CHI '92, pages 127Ð134, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,apa
"Balter, O. and Sidner, C. L. (2002). Bifrost inbox organizer: giving users control over the inbox. In Proceedings of the second Nordic conference on Human-computer interaction, NordiCHI '02, pages 111Ð118, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,apa
"Bellotti, V., Ducheneaut, N., Howard, M., and Smith, I. (2003). Taking email to task: the design and evaluation of a task management centered email tool. In CHI '03: Proceedings of the SIGCHI conference on Human factors in computing systems, pages 345Ð352, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,apa
"Bellotti, V., Ducheneaut, N., Howard, M., Smith, I., and Neuwirth, C. (2002). Innovation in extremis: evolving an application for the critical work of email and information management. In Proceedings of the 4th conference on Designing interactive systems: processes, practices, methods, and techniques, DIS '02, pages 181Ð192, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,apa
"Bradley, A., Brumby, D. P., Cox, A. L., and Bird, J. (2013). How to manage your inbox: Is a once a day strategy best? In Proceedings of the 27th International BCS Human Computer Interaction Conference, BCS-HCI '13, pages 20:1Ð20:6, Swinton, UK, UK. British Computer Society.",vtech-cs,Computer Science,conference,apa
"Cecchinato, M., Cox, A. L., and Bird, J. (2014). ""i check my email on the toilet"": Email proactices and work-home boundary management. In MobileHCI '14, Toronto, Canada. ACM.",vtech-cs,Computer Science,conference,apa
"Chewar, C.M., McCrickard, D.S., andSutcli_e, A.G.(2004). Unpackingcriticalparameters for interface design: evaluating notification systems with the irc framework. In Proceedings of the 5th conference on Designing interactive systems: processes, practices, methods, and techniques, DIS '04, pages 279Ð288, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,apa
"Cselle, G., Albrecht, K., and Wattenhofer, R. (2007). Buzztrack: topic detection and tracking in email. In IUI '07: Proceedings of the 12th international conference on Intelligent user interfaces, pages 190Ð197, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,apa
"Cutrell, E., Czerwinski, M., and Horvitz, E. (2001a). Notification, disruption, and memory: E_ects of messaging interruptions on memory and performance. In Proc. Interact 2001, pages 263Ð269. IOS Press.",vtech-cs,Computer Science,conference,apa
"Cutrell, E. B., Czerwinski, M., and Horvitz, E. (2000). E_ects of instant messaging interruptions on computing tasks. In CHI '00 extended abstracts on Human factors in computing systems, CHI EA '00, pages 99Ð100, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,apa
"Czerwinski, M., Cutrell, E., and Horvitz, E. (2000a). Instant messaging and interruption: Influence of task type on performance. In Proc. OZCHI 2000, pages 356Ð361.",vtech-cs,Computer Science,conference,apa
"Czerwinski, M., Cutrell, E., and Horvitz, E. (2000b). Instant messaging and interruption: Influence of task type on performance. In OZCHI 2000 Conference Proceedings, pages 356Ð361.",vtech-cs,Computer Science,conference,apa
"Czerwinski, M. and Horvitz, E. (2002). An investigation of memory for daily computing events. In Proceedings of HCI 2002, pages 230Ð245.",vtech-cs,Computer Science,conference,apa
"Czerwinski, M., Horvitz, E., and Wilhite, S. (2004). A diary study of task switching and interruptions. In Proceedings of the SIGCHI conference on Human factors in computing systems, CHI '04, pages 175Ð182, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,apa
"Dabbish, L. A. and Kraut, R. E. (2006). Email overload at work: an analysis of factors associated with email strain. In Proceedings of the 2006 20th anniversary conference on Computer supported cooperative work, CSCW '06, pages 431Ð440, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,apa
"Dabbish, L. A., Kraut, R. E., Fussell, S., and Kiesler, S. (2005). Understanding email use: predicting action on a message. In Proc. CHI 2005, CHI '05, pages 691Ð700. ACM Press.",vtech-cs,Computer Science,conference,apa
"Faulring, A., Myers, B., Mohnkern, K., Schmerl, B., Steinfeld, A., Zimmerman, J., Smailagic, A., Hansen, J., and Siewiorek, D. (2010). Agent-assisted task management that reduces email overload. In Proc IUI 2010, pages 61Ð70. ACM Press.",vtech-cs,Computer Science,conference,apa
"Fisher, D., Brush, A. J., Gleave, E., and Smith, M. A. (2006a). Revisiting Whittaker & Sidner's ""Email Overload"" ten years later. In CSCW '06: Proceedings of the 2006 20th anniversary conference on Computer supported cooperative work, pages 309Ð312, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,apa
